K11,K12,K13,K14,K15,K16,K21,K22,K23,K24,K25,K26,K31,K32,K33,K34,K35,K36,K41,K42,K43,K44,K45,K46,K51,K52,K53,K54,K55,K56,K61,K62,K63,K64,K65,K66,F1,F2,F3,F4,F5,F6,U1,U2,U3,U4,U5,U6
31556650.04155722,-23667487.531167913,15778325.02077861,0.0,0.0,0.0,-23667487.531167913,39761193.32779824,-7573781.734537587,-16093705.796630327,16093705.796630327,0.0,15778325.02077861,-7573781.734537587,53014924.43706432,-16093705.796630327,10729137.19775355,0.0,0.0,-16093705.796630327,-16093705.796630327,37057018.47215265,4869606.878892001,20963312.675522327,0.0,16093705.796630327,10729137.19775355,4869606.878892001,49409357.96287021,13975541.783681553,0.0,0.0,0.0,20963312.675522327,13975541.783681553,27951083.567363106,-7039.742271778288,-54058.32402218493,-3939.9567971717315,-39541.98675729917,8778.735885466984,2200.9631834830366,-0.01685734663648109,-0.028663108624373396,-0.00972613503682401,-0.02832013621879695,0.009768444614991968,0.01643462325050911
5641193.65132159,-4230895.238491192,2820596.825660795,0.0,0.0,0.0,-4230895.238491192,28799478.305930182,20337687.828947797,-24568583.06743899,24568583.06743899,0.0,2820596.825660795,20337687.828947797,38399304.40790691,-24568583.06743899,16379055.378292661,0.0,0.0,-24568583.06743899,-24568583.06743899,30929145.298050877,-18208020.836827103,6360562.230611887,0.0,24568583.06743899,16379055.378292661,-18208020.836827103,41238860.39740117,4240374.820407924,0.0,0.0,0.0,6360562.230611887,4240374.820407924,8480749.640815848,-1876.425685458715,-51689.81909002554,-13477.088325757752,-63009.47135710858,9703.870903396739,5649.643107819727,-0.04626396815873005,-0.06497931043309173,-0.005606287715930769,-0.06046508571159924,0.01027409139686116,0.04087794119348138
24965757.87867178,-18724318.409003835,12482878.93933589,0.0,0.0,0.0,-18724318.409003835,44375076.613543466,6926439.795535795,-25650758.20453963,25650758.20453963,0.0,12482878.93933589,6926439.795535795,59166768.818057954,-25650758.20453963,17100505.469693087,0.0,0.0,-25650758.20453963,-25650758.20453963,48790249.3490262,-2511267.0600530542,23139491.144486576,0.0,25650758.20453963,17100505.469693087,-2511267.0600530542,65053665.798701614,15426327.429657718,0.0,0.0,0.0,23139491.144486576,15426327.429657718,30852654.859315436,-2366.083978830666,-37340.943475139946,-7714.8132007186505,-59623.59555794273,287.26250645105574,9793.63467309826,-0.013821693562379436,-0.022482438770620717,-0.006269817368225482,-0.022792074087868982,0.0062497466180375764,0.01428661473450136
16602886.415576637,-12452164.811682478,8301443.207788318,0.0,0.0,0.0,-12452164.811682478,35798365.30862797,10894035.685263015,-23346200.496945493,23346200.496945493,0.0,8301443.207788318,10894035.685263015,47731153.7448373,-23346200.496945493,15564133.66463033,0.0,0.0,-23346200.496945493,-23346200.496945493,52374353.262284525,5681952.268393539,29028152.76533903,0.0,23346200.496945493,15564133.66463033,5681952.268393539,69832471.01637937,19352101.843559355,0.0,0.0,0.0,29028152.76533903,19352101.843559355,38704203.68711871,-3874.466475705377,-23158.47959561243,29.43975287327794,-49598.20104423541,-8842.680235747603,12687.706958579702,-0.012782832641568768,-0.01949709481953479,-0.004146698982168026,-0.018324632091289227,0.005696663843320714,0.011222954264093511
20358990.765986018,-15269243.074489513,10179495.382993009,0.0,0.0,0.0,-15269243.074489513,39740154.20014185,9201668.051162818,-24470911.12565233,24470911.12565233,0.0,10179495.382993009,9201668.051162818,52986872.26685579,-24470911.12565233,16313940.750434889,0.0,0.0,-24470911.12565233,-24470911.12565233,31280006.58612324,-17661815.665181424,6809095.460470907,0.0,24470911.12565233,16313940.750434889,-17661815.665181424,41706675.44816432,4539396.973647271,0.0,0.0,0.0,6809095.460470907,4539396.973647271,9078793.947294543,-2264.529828799818,-43200.6228547233,-9871.147960641463,-86169.0307512588,-4451.654671537039,16587.33246097832,-0.02598977995460284,-0.04400009164965829,-0.014243037495130846,-0.05572368528203975,0.0031047429780391433,0.04206743387881083
7412735.5706452215,-5559551.677983916,3706367.7853226108,0.0,0.0,0.0,-5559551.677983916,31896674.69314661,20777571.337178774,-26337123.01516269,26337123.01516269,0.0,3706367.7853226108,20777571.337178774,42528899.59086214,-26337123.01516269,17558082.01010846,0.0,0.0,-26337123.01516269,-26337123.01516269,39739946.01604489,-12934300.014280492,13402823.000882199,0.0,26337123.01516269,17558082.01010846,-12934300.014280492,52986594.68805985,8935215.333921466,0.0,0.0,0.0,13402823.000882199,8935215.333921466,17870430.667842932,-1918.509846063274,-33706.51022189431,-7398.483715171553,-45499.42000432138,3467.5137876958615,5849.479773538966,-0.023961796359956464,-0.03334858837957842,-0.0026169151789378346,-0.028648235672574664,0.007466523745255175,0.018080242179184382
28962513.09472649,-21721884.82104487,14481256.547363246,0.0,0.0,0.0,-21721884.82104487,32493311.626792353,-10950458.015297387,-10771426.805747483,10771426.805747483,0.0,14481256.547363246,-10950458.015297387,43324415.5023898,-10771426.805747483,7180951.203831655,0.0,0.0,-10771426.805747483,-10771426.805747483,26777330.13843973,5234476.526944764,16005903.332692247,0.0,10771426.805747483,7180951.203831655,5234476.526944764,35703106.85125297,10670602.22179483,0.0,0.0,0.0,16005903.332692247,10670602.22179483,21341204.44358966,-4675.145436829505,-56290.015422448734,-9413.047600490565,-88908.99489602508,-1459.9455573682171,15548.138594688287,-0.03350229283501806,-0.06017500091285262,-0.023580756843693138,-0.06398212661327839,0.020783060381746453,0.03832361496107618
18520087.151792698,-13890065.363844523,9260043.575896349,0.0,0.0,0.0,-13890065.363844523,29009826.24318005,1229695.5154910032,-15119760.879335526,15119760.879335526,0.0,9260043.575896349,1229695.5154910032,38679768.324240066,-15119760.879335526,10079840.586223684,0.0,0.0,-15119760.879335526,-15119760.879335526,44652220.05604689,14412698.297375835,29532459.17671136,0.0,15119760.879335526,10079840.586223684,14412698.297375835,59536293.40806252,19688306.117807575,0.0,0.0,0.0,29532459.17671136,19688306.117807575,39376612.23561515,-3798.3988175366176,-52783.074609161595,-9997.560567980629,-71915.4154198126,3620.1136310969614,10175.845754420285,-0.025942965001239087,-0.042547151807643444,-0.01234499003544902,-0.04017943535995941,0.015134501972346103,0.022825749130360163
35706439.15255077,-26779829.36441308,17853219.576275386,0.0,0.0,0.0,-26779829.36441308,37675400.0747397,-15884258.654086458,-10895570.710326621,10895570.710326621,0.0,17853219.576275386,-15884258.654086458,50233866.7663196,-10895570.710326621,7263713.8068844145,0.0,0.0,-10895570.710326621,-10895570.710326621,21891835.79827589,100694.37762264907,10996265.08794927,0.0,10895570.710326621,7263713.8068844145,100694.37762264907,29189114.39770119,7330843.39196618,0.0,0.0,0.0,10996265.08794927,7330843.39196618,14661686.78393236,-6553.965887497772,-25410.29636702631,4637.8329859867745,-18393.579163045615,-2298.9272513265432,4215.060152837541,-0.010400733399581528,-0.018344218919358744,-0.007081964323416459,-0.019704877802892873,0.005506639701221809,0.012312826579496465
39805119.080313705,-29853839.310235277,19902559.540156852,0.0,0.0,0.0,-29853839.310235277,39575450.80240145,-20132227.818069097,-9721611.49216618,9721611.49216618,0.0,19902559.540156852,-20132227.818069097,52767267.73653528,-9721611.49216618,6481074.328110786,0.0,0.0,-9721611.49216618,-9721611.49216618,13259373.131703436,-6183849.852628924,3537761.6395372557,0.0,9721611.49216618,6481074.328110786,-6183849.852628924,17679164.17560458,2358507.759691504,0.0,0.0,0.0,3537761.6395372557,2358507.759691504,4717015.519383008,-5844.7713772441,-40911.8716910387,-1947.7478091913672,-53027.985127013664,-2090.956669466952,9883.47585590242,-0.03025886549472851,-0.056919015750365724,-0.025154461968694298,-0.07624969870605253,0.006239214713345109,0.05616294827948644
6468376.715155352,-4851282.536366514,3234188.357577676,0.0,0.0,0.0,-4851282.536366514,29192863.368395198,19490298.29566217,-24341580.832028683,24341580.832028683,0.0,3234188.357577676,19490298.29566217,38923817.82452693,-24341580.832028683,16227720.554685788,0.0,0.0,-24341580.832028683,-24341580.832028683,49630115.07334924,946953.4092918709,25288534.241320554,0.0,24341580.832028683,16227720.554685788,946953.4092918709,66173486.764465645,16859022.827547036,0.0,0.0,0.0,25288534.241320554,16859022.827547036,33718045.65509407,-4864.0753497421865,-55521.0445198006,-8778.864140449157,-62193.02930543058,6554.869211905829,7088.070278285515,-0.04008081762389024,-0.05334763215256135,-0.0013637684752880036,-0.03997732206018233,0.014825444652059422,0.022780485147716606
19231966.40377484,-14423974.802831128,9615983.20188742,0.0,0.0,0.0,-14423974.802831128,42706457.66930957,13858508.063647319,-28282482.866478447,28282482.866478447,0.0,9615983.20188742,13858508.063647319,56941943.55907944,-28282482.866478447,18854988.577652298,0.0,0.0,-28282482.866478447,-28282482.866478447,55363901.42239891,-1201064.31055798,27081418.555920467,0.0,28282482.866478447,18854988.577652298,-1201064.31055798,73818535.22986522,18054279.03728031,0.0,0.0,0.0,27081418.555920467,18054279.03728031,36108558.07456062,-7293.327364524002,-48844.94585108913,-1694.9938879817037,-44858.534219001784,3023.797765344152,5964.523487161554,-0.015652027034117107,-0.023198641542272358,-0.004252367074750114,-0.020763593307536736,0.006640432027160926,0.012417662065074655
22555633.300551824,-16916724.975413866,11277816.650275912,0.0,0.0,0.0,-16916724.975413866,38328238.35195733,4494788.401129596,-21411513.376543462,21411513.376543462,0.0,11277816.650275912,4494788.401129596,51104317.80260977,-21411513.376543462,14274342.251028975,0.0,0.0,-21411513.376543462,-21411513.376543462,26913541.202985514,-15909485.55010141,5502027.826442051,0.0,21411513.376543462,14274342.251028975,-15909485.55010141,35884721.60398068,3668018.5509613673,0.0,0.0,0.0,5502027.826442051,3668018.5509613673,7336037.101922735,-15464.28355930201,-83742.17924441662,3014.507370465146,-46703.19930878134,9331.819274746616,3117.9569140902486,-0.02967798377792951,-0.04817268260257941,-0.014274268883099813,-0.05612334000809091,0.005746990552757408,0.03964402896974662
35283603.71123833,-26462702.78342875,17641801.855619166,0.0,0.0,0.0,-26462702.78342875,49542140.171985224,-3383265.394872278,-23079437.388556473,23079437.388556473,0.0,17641801.855619166,-3383265.394872278,66056186.8959803,-23079437.388556473,15386291.592370981,0.0,0.0,-23079437.388556473,-23079437.388556473,34533861.44304069,-11625013.334072255,11454424.054484218,0.0,23079437.388556473,15386291.592370981,-11625013.334072255,46045148.59072092,7636282.702989479,0.0,0.0,0.0,11454424.054484218,7636282.702989479,15272565.405978957,-9488.162991134835,-72170.36863693947,-5080.463563376819,-92271.5327025975,-1619.924458509191,16188.551013020846,-0.025123818952706593,-0.04321109277943082,-0.015106824047867356,-0.05044622598627076,0.00816200935742281,0.03481364069472127
14118786.254114766,-10589089.690586075,7059393.127057383,0.0,0.0,0.0,-10589089.690586075,31154160.61342384,9975981.232251689,-20565070.922837764,20565070.922837764,0.0,7059393.127057383,9975981.232251689,41538880.81789845,-20565070.922837764,13710047.281891843,0.0,0.0,-20565070.922837764,-20565070.922837764,46791737.870642304,5661596.024966776,26226666.94780454,0.0,20565070.922837764,13710047.281891843,5661596.024966776,62388983.82752307,17484444.631869692,0.0,0.0,0.0,26226666.94780454,17484444.631869692,34968889.263739385,-16489.169399310842,-57649.84018701657,13761.725402949494,-35845.320451021325,-6493.552157617744,9220.996153979093,-0.023343711546433787,-0.03250009949177836,-0.004398503328834503,-0.026906881663525985,0.009638297953607412,0.015624703693363053
35451967.426221356,-26588975.569666017,17725983.713110678,0.0,0.0,0.0,-26588975.569666017,29674244.92575328,-23503706.213578753,-3085269.3560872623,3085269.3560872623,0.0,17725983.713110678,-23503706.213578753,39565659.901004374,-3085269.3560872623,2056846.2373915082,0.0,0.0,-3085269.3560872623,-3085269.3560872623,17890620.285434227,11720081.573259704,14805350.929346966,0.0,3085269.3560872623,2056846.2373915082,11720081.573259704,23854160.380578972,9870233.952897977,0.0,0.0,0.0,14805350.929346966,9870233.952897977,19740467.905795954,-10429.647528461157,-59981.006470431115,865.6262334452767,-66666.83477008881,-3094.2356666645082,12658.256961680388,-0.07587220472486315,-0.14588829160175915,-0.0676764098276372,-0.14951615266580306,0.064770887456266,0.08039290465797858
6358795.130343316,-4769096.347757487,3179397.565171658,0.0,0.0,0.0,-4769096.347757487,28975347.884575248,19437155.18906028,-24206251.536817763,24206251.536817763,0.0,3179397.565171658,19437155.18906028,38633797.179433666,-24206251.536817763,16137501.024545176,0.0,0.0,-24206251.536817763,-24206251.536817763,34851856.01242182,-13560647.06121371,10645604.475604054,0.0,24206251.536817763,16137501.024545176,-13560647.06121371,46469141.34989576,7097069.650402702,0.0,0.0,0.0,10645604.475604054,7097069.650402702,14194139.300805405,-14030.107464526001,-65967.27909864465,6071.121896170451,-30808.29333620149,5648.5400246439385,2310.4455437116126,-0.043238548424597276,-0.0549018159639495,-0.0002884465623470784,-0.04201428088361199,0.012691823163913566,0.025327573694608547
38700931.56416973,-29025698.673127294,19350465.782084864,0.0,0.0,0.0,-29025698.673127294,53100529.51654756,-4950867.8297070265,-24074830.843420267,24074830.843420267,0.0,19350465.782084864,-4950867.8297070265,70800706.02206342,-24074830.843420267,16049887.228946844,0.0,0.0,-24074830.843420267,-24074830.843420267,36465863.7150437,-11683797.971796833,12391032.871623434,0.0,24074830.843420267,16049887.228946844,-11683797.971796833,48621151.62005827,8260688.581082289,0.0,0.0,0.0,12391032.871623434,8260688.581082289,16521377.162164578,-5717.077189942113,-48654.59935007878,-4784.045403475367,-80931.62490732846,-5974.963115607854,16476.085709025334,-0.018362640350330407,-0.032040520177254624,-0.01163094863886745,-0.03829282620607283,0.005825541223337897,0.02680410765803049
14446005.67047092,-10834504.252853189,7223002.83523546,0.0,0.0,0.0,-10834504.252853189,39437824.404999316,17768815.89929294,-28603320.152146127,28603320.152146127,0.0,7223002.83523546,17768815.89929294,52583765.873332426,-28603320.152146127,19068880.10143075,0.0,0.0,-28603320.152146127,-28603320.152146127,40523772.38184803,-16682867.922444222,11920452.229701905,0.0,28603320.152146127,19068880.10143075,-16682867.922444222,54031696.50913071,7946968.153134603,0.0,0.0,0.0,11920452.229701905,7946968.153134603,15893936.306269206,-12228.133145533664,-58862.445537242784,4835.451111986401,-31005.396181030985,4450.2320067508645,2942.450026796398,-0.02102983101774075,-0.02952213183534888,-0.0039164788638302375,-0.02682948439644929,0.00628448975461775,0.01716499877226411
37702817.1620784,-28277112.8715588,18851408.5810392,0.0,0.0,0.0,-28277112.8715588,35703168.72890689,-20851057.01421071,-7426055.85734809,7426055.85734809,0.0,18851408.5810392,-20851057.01421071,47604224.971875854,-7426055.85734809,4950703.904898726,0.0,0.0,-7426055.85734809,-7426055.85734809,35932725.49328326,21080613.778587073,28506669.635935165,0.0,7426055.85734809,4950703.904898726,21080613.778587073,47910300.65771101,19004446.423956778,0.0,0.0,0.0,28506669.635935165,19004446.423956778,38008892.847913556,-3216.269055599491,-26661.44218984092,-2454.6092854146577,-63454.19246429745,-9809.640806070849,15480.519147084999,-0.024037847966068972,-0.04498131383850282,-0.019566886429612514,-0.04707048399362027,0.01912923227802067,0.02614553362483104
27707471.064672634,-20780603.298504476,13853735.532336317,0.0,0.0,0.0,-20780603.298504476,28896656.066230256,-12664550.530778695,-8116052.767725781,8116052.767725781,0.0,13853735.532336317,-12664550.530778695,38528874.75497367,-8116052.767725781,5410701.84515052,0.0,0.0,-8116052.767725781,-8116052.767725781,27102572.177018385,10870466.641566824,18986519.409292605,0.0,8116052.767725781,5410701.84515052,10870466.641566824,36136762.90269118,12657679.60619507,0.0,0.0,0.0,18986519.409292605,12657679.60619507,25315359.21239014,-4372.534787199977,-57467.49740676531,-10410.762894521817,-51592.18037539889,12369.201904977288,2414.095776744505,-0.03163144344600698,-0.0572892527596905,-0.022986613603003428,-0.057244128916118166,0.02279043307528787,0.03163324106281317
23071997.119989943,-17303997.839992456,11535998.559994971,0.0,0.0,0.0,-17303997.839992456,22017769.537387945,-12590226.142596966,-4713771.6973954905,4713771.6973954905,0.0,11535998.559994971,-12590226.142596966,29357026.049850598,-4713771.6973954905,3142514.4649303267,0.0,0.0,-4713771.6973954905,-4713771.6973954905,26479385.976221375,17051842.58143039,21765614.278825883,0.0,4713771.6973954905,3142514.4649303267,17051842.58143039,35305847.968295164,14510409.519217255,0.0,0.0,0.0,21765614.278825883,14510409.519217255,29020819.03843451,-15703.625194571676,-89508.86581893943,1570.961782830209,-64125.742367092986,6890.079367785274,7242.5840439561925,-0.06927270568499022,-0.12645534253994098,-0.05249887386458508,-0.12288549540092888,0.05427375898723761,0.06527680717218934
12528576.59727133,-9396432.447953498,6264288.298635665,0.0,0.0,0.0,-9396432.447953498,15664174.74239934,-3128690.1535076555,-6267742.2944458425,6267742.2944458425,0.0,6264288.298635665,-3128690.1535076555,20885566.323199123,-6267742.2944458425,4178494.8629638953,0.0,0.0,-6267742.2944458425,-6267742.2944458425,32855589.953774236,20320105.36488255,26587847.659328394,0.0,6267742.2944458425,4178494.8629638953,20320105.36488255,43807453.27169898,17725231.772885595,0.0,0.0,0.0,26587847.659328394,17725231.772885595,35450463.54577119,-2883.3036023778523,-41947.22442813306,-8215.800937955315,-54824.34974835131,3923.4258312158954,7175.678709117271,-0.039352925904249506,-0.06794335120659195,-0.023669451327273515,-0.06433573340086447,0.027961905060372026,0.03447326176251739
39848019.46135471,-29886014.596016034,19924009.730677355,0.0,0.0,0.0,-29886014.596016034,46624244.061011344,-13147785.131020721,-16738229.464995313,16738229.464995313,0.0,19924009.730677355,-13147785.131020721,62165658.74801513,-16738229.464995313,11158819.643330209,0.0,0.0,-16738229.464995313,-16738229.464995313,34555585.10698742,1079126.1769967861,17817355.6419921,0.0,16738229.464995313,11158819.643330209,1079126.1769967861,46074113.47598322,11878237.0946614,0.0,0.0,0.0,17817355.6419921,11878237.0946614,23756474.1893228,-15434.998441889433,-94938.65597195532,-776.2217735395734,-79897.3013955413,5790.006632344246,10421.21358308476,-0.02895218332793158,-0.05033712356209456,-0.01837601206730268,-0.052548139711555523,0.015865454985553158,0.031917045651356134
32662554.690724604,-24496916.01804345,16331277.345362302,0.0,0.0,0.0,-24496916.01804345,44635618.24397151,-4358213.792115394,-20138702.225928057,20138702.225928057,0.0,16331277.345362302,-4358213.792115394,59514157.65862868,-20138702.225928057,13425801.483952038,0.0,0.0,-20138702.225928057,-20138702.225928057,34678514.75375576,-5598889.698100353,14539812.527827704,0.0,20138702.225928057,13425801.483952038,-5598889.698100353,46238019.67167435,9693208.351885136,0.0,0.0,0.0,14539812.527827704,9693208.351885136,19386416.703770272,-2526.397025787119,-44877.66538674161,-9906.427744006298,-73810.29906560946,262.21651771701363,12170.608252076403,-0.018498169061630997,-0.032235618683414013,-0.011511786743530414,-0.03620542434892591,0.008020870487976263,0.023771423518552673
8201283.04079411,-6150962.280595582,4100641.520397055,0.0,0.0,0.0,-6150962.280595582,15362821.904417457,3060897.343226293,-9211859.623821875,9211859.623821875,0.0,4100641.520397055,3060897.343226293,20483762.539223276,-9211859.623821875,6141239.749214583,0.0,0.0,-9211859.623821875,-9211859.623821875,31979320.66943893,13555601.421795176,22767461.04561705,0.0,9211859.623821875,6141239.749214583,13555601.421795176,42639094.22591857,15178307.3637447,0.0,0.0,0.0,22767461.04561705,15178307.3637447,30356614.7274894,-3912.3463305847636,-47829.115541227446,-8118.345852572953,-73401.05015369263,-405.63235158211137,12436.324534739828,-0.04668530664667199,-0.07313910791164141,-0.017292130102855602,-0.06525001187793679,0.02610655267780625,0.036293906857884334
16720378.81383734,-12540284.110378005,8360189.40691867,0.0,0.0,0.0,-12540284.110378005,22511194.054422535,-2569374.1663334724,-9970909.944044532,9970909.944044532,0.0,8360189.40691867,-2569374.1663334724,30014925.405896716,-9970909.944044532,6647273.296029688,0.0,0.0,-9970909.944044532,-9970909.944044532,23042974.043842085,3101154.155753022,13072064.099797554,0.0,9970909.944044532,6647273.296029688,3101154.155753022,30723965.39178945,8714709.399865037,0.0,0.0,0.0,13072064.099797554,8714709.399865037,17429418.799730074,-7054.615987560076,-53479.739219386436,-3717.3477646753263,-70789.06474405507,-2052.4274102142153,12824.391162449618,-0.03645600790718996,-0.061774877650528366,-0.020594135130249155,-0.06291138430938382,0.020036289316519053,0.0379011835223593
35023094.8546131,-26267321.14095983,17511547.42730655,0.0,0.0,0.0,-26267321.14095983,30077112.80901691,-22457529.47290275,-3809791.6680570804,3809791.6680570804,0.0,17511547.42730655,-22457529.47290275,40102817.07868921,-3809791.6680570804,2539861.1120380536,0.0,0.0,-3809791.6680570804,-3809791.6680570804,26426683.71703006,18807100.3809159,22616892.04897298,0.0,3809791.6680570804,2539861.1120380536,18807100.3809159,35235578.28937341,15077928.032648653,0.0,0.0,0.0,22616892.04897298,15077928.032648653,30155856.065297306,-6379.456941004071,-61877.26130498345,-7866.839886319673,-51146.15367031674,11443.87576454191,2802.4210627818347,-0.057726403609565755,-0.11028521434020364,-0.05033931430335087,-0.10980708560572665,0.04987853713695833,0.05750897687466752
23842282.366230395,-17881711.774672795,11921141.183115197,0.0,0.0,0.0,-17881711.774672795,35695898.69803116,-67524.85131443292,-17814186.923358362,17814186.923358362,0.0,11921141.183115197,-67524.85131443292,47594531.59737488,-17814186.923358362,11876124.615572242,0.0,0.0,-17814186.923358362,-17814186.923358362,29629996.40208953,-5998377.444627197,11815809.478731165,0.0,17814186.923358362,11876124.615572242,-5998377.444627197,39506661.8694527,7877206.31915411,0.0,0.0,0.0,11815809.478731165,7877206.31915411,15754412.63830822,-16221.265626967144,-58475.33868349237,12950.751692770165,-20949.417311662444,-442.1112354935208,3712.6251696905006,-0.017390961969051138,-0.026919298977751933,-0.006957738689846228,-0.026206297866313538,0.0069685668359344526,0.01640609619155025
27193345.53477791,-20395009.151083432,13596672.767388955,0.0,0.0,0.0,-20395009.151083432,37281088.21646207,-3508930.085704796,-16886079.065378636,16886079.065378636,0.0,13596672.767388955,-3508930.085704796,49708117.62194943,-16886079.065378636,11257386.043585759,0.0,0.0,-16886079.065378636,-16886079.065378636,27026691.5362839,-6745466.594473373,10140612.470905263,0.0,16886079.065378636,11257386.043585759,-6745466.594473373,36035588.7150452,6760408.313936843,0.0,0.0,0.0,10140612.470905263,6760408.313936843,13520816.627873685,-6230.743613528293,-30758.27973248175,2208.727316229337,-56115.435142931165,-10661.112453045807,14683.128750344764,-0.01709808222918007,-0.029434530871447904,-0.01041388687341395,-0.03461421915342228,0.005734752041656815,0.024179252983391453
24502679.43302886,-18377009.574771643,12251339.71651443,0.0,0.0,0.0,-18377009.574771643,27987543.130925097,-8766476.018618189,-9610533.556153454,9610533.556153454,0.0,12251339.71651443,-8766476.018618189,37316724.1745668,-9610533.556153454,6407022.37076897,0.0,0.0,-9610533.556153454,-9610533.556153454,23232894.01430571,4011826.901998803,13622360.458152257,0.0,9610533.556153454,6407022.37076897,4011826.901998803,30977192.019074284,9081573.638768172,0.0,0.0,0.0,13622360.458152257,9081573.638768172,18163147.277536344,-15266.942481239912,-90708.67971810757,297.65838977730164,-53017.653374482186,12266.017058097827,2703.267033364783,-0.04029460651613921,-0.06959227497432478,-0.0250453441639483,-0.06883765652035614,0.024492680834396114,0.039530734495982524
27547604.978069305,-20660703.73355198,13773802.489034653,0.0,0.0,0.0,-20660703.73355198,27790925.349734522,-13530482.117369436,-7130221.616182543,7130221.616182543,0.0,13773802.489034653,-13530482.117369436,37054567.13297936,-7130221.616182543,4753481.077455029,0.0,0.0,-7130221.616182543,-7130221.616182543,15824072.485985488,1563629.253620401,8693850.869802944,0.0,7130221.616182543,4753481.077455029,1563629.253620401,21098763.314647317,5795900.57986863,0.0,0.0,0.0,8693850.869802944,5795900.57986863,11591801.15973726,-14629.78055036291,-89172.90593750685,-464.74087844312817,-54004.7005016458,12187.476023730143,2907.0454050758945,-0.049294539246951256,-0.08896744673347493,-0.035924236976987996,-0.09257973604419548,0.030667856391645418,0.05435165845353808
35461239.86123297,-26595929.895924732,17730619.930616487,0.0,0.0,0.0,-26595929.895924732,49265255.8226918,-3926603.9691576697,-22669325.926767062,22669325.926767062,0.0,17730619.930616487,-3926603.9691576697,65687007.763589054,-22669325.926767062,15112883.951178042,0.0,0.0,-22669325.926767062,-22669325.926767062,46613505.73496795,1274853.8814338185,23944179.80820088,0.0,22669325.926767062,15112883.951178042,1274853.8814338185,62151340.97995725,15962786.538800586,0.0,0.0,0.0,23944179.80820088,15962786.538800586,31925573.077601172,-13543.896581353823,-68457.18697227127,4268.730838617226,-75436.34116267887,-6595.115568753092,15870.281311489689,-0.019967991795935856,-0.03308535517384472,-0.010455919616423646,-0.03382986793303167,0.009814029437972051,0.020962488703244967
11212945.74330143,-8409709.307476074,5606472.871650715,0.0,0.0,0.0,-8409709.307476074,25043767.210449737,8224348.59549759,-16634057.902973663,16634057.902973663,0.0,5606472.871650715,8224348.59549759,33391689.613932982,-16634057.902973663,11089371.935315775,0.0,0.0,-16634057.902973663,-16634057.902973663,28234977.55996059,-5033138.245986739,11600919.656986924,0.0,16634057.902973663,11089371.935315775,-5033138.245986739,37646636.74661411,7733946.437991283,0.0,0.0,0.0,11600919.656986924,7733946.437991283,15467892.875982566,-14003.135308704277,-50730.93797190781,11095.95796010595,-33237.06395738704,-5264.666621932358,8171.8439705306855,-0.027110370188320552,-0.03854734497444739,-0.006097949976574952,-0.034724494077618684,0.009570237506834445,0.02178656190081635
31845195.624831863,-23883896.7186239,15922597.812415931,0.0,0.0,0.0,-23883896.7186239,35317101.33068287,-12450692.106564932,-11433204.612058967,11433204.612058967,0.0,15922597.812415931,-12450692.106564932,47089468.44091049,-11433204.612058967,7622136.408039311,0.0,0.0,-11433204.612058967,-11433204.612058967,20926064.287361085,-1940344.9367568512,9492859.675302116,0.0,11433204.612058967,7622136.408039311,-1940344.9367568512,27901419.049814776,6328573.116868078,0.0,0.0,0.0,9492859.675302116,6328573.116868078,12657146.233736156,-5604.903988590109,-53926.26679906486,-6765.614289174735,-55016.77524604192,6402.111473515715,5968.406804249129,-0.025953731004409758,-0.046657303181200746,-0.01843050215583455,-0.05171819628262534,0.013401402661538749,0.03255949031104441
18496607.636667278,-13872455.727500457,9248303.818333639,0.0,0.0,0.0,-13872455.727500457,31605494.088358257,3860582.6333573423,-17733038.3608578,17733038.3608578,0.0,9248303.818333639,3860582.6333573423,42140658.78447768,-17733038.3608578,11822025.5739052,0.0,0.0,-17733038.3608578,-17733038.3608578,46133560.49241848,10667483.77070288,28400522.13156068,0.0,17733038.3608578,11822025.5739052,10667483.77070288,61511413.989891306,18933681.421040453,0.0,0.0,0.0,28400522.13156068,18933681.421040453,37867362.842080906,-13581.880064970599,-54083.31508499257,9135.988434943674,-58076.465354130385,-10467.038524656276,14912.930154683201,-0.02321376583589247,-0.035501249150382164,-0.00829292270725323,-0.0324353034264365,0.011433928895323901,0.019003333262661477
34411627.59466733,-25808720.696000498,17205813.797333665,0.0,0.0,0.0,-25808720.696000498,48929782.72398196,-2687658.6680190377,-23121062.02798146,23121062.02798146,0.0,17205813.797333665,-2687658.6680190377,65239710.298642606,-23121062.02798146,15414041.35198764,0.0,0.0,-23121062.02798146,-23121062.02798146,40077523.34682397,-6164600.709138952,16956461.318842508,0.0,23121062.02798146,15414041.35198764,-6164600.709138952,53436697.795765296,11304307.545895007,0.0,0.0,0.0,16956461.318842508,11304307.545895007,22608615.091790013,-2713.8909955263343,-45159.408849091466,-9625.35429197782,-65343.13353153966,2897.4460644950886,9441.799223009064,-0.015457877710826629,-0.026579379804357733,-0.009111045330185415,-0.02915351042123794,0.006827900837529975,0.018868801927801486
